ignore these imputation indicators,n,ZKOWNRENT,,Num,Imputation indicator for KOWNRENT,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZLGTIN1TO4,,Num,Imputation indicator for LGTIN1TO4,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTIN4TO8,,Num,Imputation indicator for LGTIN4TO8,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTINCAN,,Num,Imputation indicator for LGTINCAN,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTINCFL,,Num,Imputation indicator for LGTINCFL,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTINLED,,Num,Imputation indicator for LGTINLED,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTINMORE8,,Num,Imputation indicator for LGTINMORE8,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTOUTANY,,Num,Imputation indicator for LGTOUTANY,"1 Imputed
0 Not imputed",LIGHTING
ignore these imputation indicators,n,ZLGTOUTCAN,,Num,Imputation indicator for LGTOUTCAN,"1 Imputed
0 Not imputed
-2 Not applicable",LIGHTING
ignore these imputation indicators,n,ZLGTOUTCFL,,Num,Imputation indicator for LGTOUTCFL,"1 Imputed
0 Not imputed
-2 Not applicable",LIGHTING
ignore these imputation indicators,n,ZLGTOUTLED,,Num,Imputation indicator for LGTOUTLED,"1 Imputed
0 Not imputed
-2 Not applicable",LIGHTING
ignore these imputation indicators,n,ZLGTOUTNITE,,Num,Imputation indicator for LGTOUTNITE,"1 Imputed
0 Not imputed
-2 Not applicable",LIGHTING
ignore these imputation indicators,n,ZLOCRFRI2,,Num,Imputation indicator for LOCRFRI2,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZLPGPAY,,Num,Imputation indicator for LPGPAY,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY BILLS
ignore these imputation indicators,n,ZMICRO,,Num,Imputation indicator for MICRO,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZMONEYPY,,Num,Imputation indicator for MONEYPY,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZMONPOOL,,Num,Imputation indicator for MONPOOL,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZMONTUB,,Num,Imputation indicator for MONTUB,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZMORETHAN1H2O,,Num,Imputation indicator for MORETHAN1H2O,"1 Imputed
0 Not imputed",WATER HEATING
ignore these imputation indicators,n,ZNCOMBATH,,Num,Imputation indicator for NCOMBATH,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZNGPAY,,Num,Imputation indicator for NGPAY,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY BILLS
ignore these imputation indicators,n,ZNHAFBATH,,Num,Imputation indicator for NHAFBATH,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZNHSLDMEM,,Num,Imputation indicator for NHSLDMEM,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZNOACBROKE,,Num,Imputation indicator for NOACBROKE,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOACDAYS,,Num,Imputation indicator for NOACDAYS,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOACEL,,Num,Imputation indicator for NOACEL,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOACHELP,,Num,Imputation indicator for NOACHELP,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATBROKE,,Num,Imputation indicator for NOHEATBROKE,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATBULK,,Num,Imputation indicator for NOHEATBULK,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATDAYS,,Num,Imputation indicator for NOHEATDAYS,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATEL,,Num,Imputation indicator for NOHEATEL,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATHELP,,Num,Imputation indicator for NOHEATHELP,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNOHEATNG,,Num,Imputation indicator for NOHEATNG,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZNUMADULT1,,Num,Imputation indicator for NUMADULT1,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZNUMADULT2,,Num,Imputation indicator for NUMADULT2,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZNUMCFAN,,Num,Imputation indicator for NUMCFAN,"1 Imputed
0 Not imputed",AIR CONDITIONING
ignore these imputation indicators,n,ZNUMCHILD,,Num,Imputation indicator for NUMCHILD,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZNUMDLHP,,Num,Imputation indicator for NUMDLHP,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZNUMDLHPAC,,Num,Imputation indicator for NUMDLHPAC,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZNUMFIREPLC,,Num,Imputation indicator for NUMFIREPLC,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZNUMFLOORFAN,,Num,Imputation indicator for NUMFLOORFAN,"1 Imputed
0 Not imputed",AIR CONDITIONING
ignore these imputation indicators,n,ZNUMFREEZ,,Num,Imputation indicator for NUMFREEZ,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZNUMFRIG,,Num,Imputation indicator for NUMFRIG,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZNUMLAPTOP,,Num,Imputation indicator for NUMLAPTOP,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZNUMMEAL,,Num,Imputation indicator for NUMMEAL,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZNUMPORTAC,,Num,Imputation indicator for NUMPORTAC,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZNUMPORTDEHUM,,Num,Imputation indicator for NUMPORTDEHUM,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZNUMPORTEL,,Num,Imputation indicator for NUMPORTEL,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZNUMPORTHUM,,Num,Imputation indicator for NUMPORTHUM,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZNUMSMPHONE,,Num,Imputation indicator for NUMSMPHONE,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZNUMTABLET,,Num,Imputation indicator for NUMTABLET,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZNUMWWAC,,Num,Imputation indicator for NUMWWAC,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZONLNEDUC,,Num,Imputation indicator for ONLNEDUC,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZORIGWIN,,Num,Imputation indicator for ORIGWIN,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZOTHROOMS,,Num,Imputation indicator for OTHROOMS,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZOUTGRILLFUEL,,Num,Imputation indicator for OUTGRILLFUEL,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZOUTLET,,Num,Imputation indicator for OUTLET,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY BILLS
ignore these imputation indicators,n,ZOVEN,,Num,Imputation indicator for OVEN,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZOVENFUEL,,Num,Imputation indicator for OVENFUEL,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZOVENUSE,,Num,Imputation indicator for OVENUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZPAYHELP,,Num,Imputation indicator for PAYHELP,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZPLAYSTA,,Num,Imputation indicator for PLAYSTA,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZPOOLPUMP,,Num,Imputation indicator for POOLPUMP,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZPOWEROUT,,Num,Imputation indicator for POWEROUT,"1 Imputed
0 Not imputed",ENERGY BILLS
ignore these imputation indicators,n,ZPRKGPLC1,,Num,Imputation indicator for PRKGPLC1,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZPRSSCOOK,,Num,Imputation indicator for PRSSCOOK,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZRANGE,,Num,Imputation indicator for RANGE,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZRANGEFUEL,,Num,Imputation indicator for RANGEFUEL,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZRANGEINDT,,Num,Imputation indicator for RANGEINDT,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZRCOOKUSE,,Num,Imputation indicator for RCOOKUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZRECBATH,,Num,Imputation indicator for RECBATH,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZRICECOOK,,Num,Imputation indicator for RICECOOK,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZROOFTYPE,,Num,Imputation indicator for ROOFTYPE,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZROVENUSE,,Num,Imputation indicator for ROVENUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZSCALEB,,Num,Imputation indicator for SCALEB,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZSCALEE,,Num,Imputation indicator for SCALEE,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZSCALEG,,Num,Imputation indicator for SCALEG,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZSDESCENT,,Num,Imputation indicator for SDESCENT,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZSEPDVR,,Num,Imputation indicator for SEPDVR,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSIZEOFGARAGE,,Num,Imputation indicator for SIZEOFGARAGE,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZSIZFREEZ,,Num,Imputation indicator for SIZFREEZ,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZSIZRFRI1,,Num,Imputation indicator for SIZRFRI1,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZSIZRFRI2,,Num,Imputation indicator for SIZRFRI2,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZSMARTSPK,,Num,Imputation indicator for SMARTSPK,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSQFTEST,,Num,Imputation indicator for SQFTEST,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZSQFTINCA,,Num,Imputation indicator for SQFTINCA,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZSQFTINCB,,Num,Imputation indicator for SQFTINCB,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZSQFTINCG,,Num,Imputation indicator for SQFTINCG,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZSQFTRANGE,,Num,Imputation indicator for SQFTRANGE,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZSSLIGHT,,Num,Imputation indicator for SSLIGHT,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSSOTHER,,Num,Imputation indicator for SSOTHER,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSSSECURE,,Num,Imputation indicator for SSSECURE,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSSTEMP,,Num,Imputation indicator for SSTEMP,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSSTV,,Num,Imputation indicator for SSTV,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZSTORIES,,Num,Imputation indicator for STORIES,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZSWIMPOOL,,Num,Imputation indicator for SWIMPOOL,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZTELLDAYS,,Num,Imputation indicator for TELLDAYS,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTELLWORK,,Num,Imputation indicator for TELLWORK,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZTEMPGONE,,Num,Imputation indicator for TEMPGONE,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTEMPGONEAC,,Num,Imputation indicator for TEMPGONEAC,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTEMPHOME,,Num,Imputation indicator for TEMPHOME,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTEMPHOMEAC,,Num,Imputation indicator for TEMPHOMEAC,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTEMPNITE,,Num,Imputation indicator for TEMPNITE,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTEMPNITEAC,,Num,Imputation indicator for TEMPNITEAC,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZTLDESKTOP,,Num,Imputation indicator for TLDESKTOP,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTLLAPTOP,,Num,Imputation indicator for TLLAPTOP,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTLMONITOR,,Num,Imputation indicator for TLMONITOR,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTLOTHER,,Num,Imputation indicator for TLOTHER,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTLTABLET,,Num,Imputation indicator for TLTABLET,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTOAST,,Num,Imputation indicator for TOAST,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZTOASTOVN,,Num,Imputation indicator for TOASTOVN,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZTOPFRONT,,Num,Imputation indicator for TOPFRONT,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZTREESHAD,,Num,Imputation indicator for TREESHAD,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZTVAUDIOSYS,,Num,Imputation indicator for TVAUDIOSYS,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVCOLOR,,Num,Imputation indicator for TVCOLOR,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZTVONWD1,,Num,Imputation indicator for TVONWD1,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVONWD2,,Num,Imputation indicator for TVONWD2,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVONWD3,,Num,Imputation indicator for TVONWD3,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVONWE1,,Num,Imputation indicator for TVONWE1,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVONWE2,,Num,Imputation indicator for TVONWE2,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVONWE3,,Num,Imputation indicator for TVONWE3,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVSIZE1,,Num,Imputation indicator for TVSIZE1,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVSIZE2,,Num,Imputation indicator for TVSIZE2,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVSIZE3,,Num,Imputation indicator for TVSIZE3,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVTYPE1,,Num,Imputation indicator for TVTYPE1,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVTYPE2,,Num,Imputation indicator for TVTYPE2,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVTYPE3,,Num,Imputation indicator for TVTYPE3,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVUSE1,,Num,Imputation indicator for TVUSE1,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVUSE2,,Num,Imputation indicator for TVUSE2,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTVUSE3,,Num,Imputation indicator for TVUSE3,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZTYPEGLASS,,Num,Imputation indicator for TYPEGLASS,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZTYPERFR1,,Num,Imputation indicator for TYPERFR1,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZTYPERFR2,,Num,Imputation indicator for TYPERFR2,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZTYPETHERM,,Num,Imputation indicator for TYPETHERM,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZUGASHERE,,Num,Imputation indicator for UGASHERE,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZUPRTFRZR,,Num,Imputation indicator for UPRTFRZR,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZUSECFAN,,Num,Imputation indicator for USECFAN,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZUSECOFFEE,,Num,Imputation indicator for USECOFFEE,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZUSEDEHUM,,Num,Imputation indicator for USEDEHUM,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZUSEEQUIPAUX,,Num,Imputation indicator for USEEQUIPAUX,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZUSEHUMID,,Num,Imputation indicator for USEHUMID,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZVCR,,Num,Imputation indicator for VCR,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZWALLTYPE,,Num,Imputation indicator for WALLTYPE,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZWASHLOAD,,Num,Imputation indicator for WASHLOAD,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZWASHTEMP,,Num,Imputation indicator for WASHTEMP,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZWHEATAGE,,Num,Imputation indicator for WHEATAGE,"1 Imputed
0 Not imputed",WATER HEATING
ignore these imputation indicators,n,ZWHEATBKT,,Num,Imputation indicator for WHEATBKT,"1 Imputed
0 Not imputed
-2 Not applicable",WATER HEATING
ignore these imputation indicators,n,ZWHEATSIZ,,Num,Imputation indicator for WHEATSIZ,"1 Imputed
0 Not imputed",WATER HEATING
ignore these imputation indicators,n,ZWHYPOWEROUT,,Num,Imputation indicator for WHYPOWEROUT,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY BILLS
ignore these imputation indicators,n,ZWINDOWS,,Num,Imputation indicator for WINDOWS,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZWINECHILL,,Num,Imputation indicator for WINECHILL,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZWINFRAME,,Num,Imputation indicator for WINFRAME,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZYEARMADERANGE,,Num,Imputation indicator for YEARMADERANGE,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZTOTROOMS,,Num,Imputation indicator for TOTROOMS,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZDNTHEAT,,Num,Imputation indicator for DNTHEAT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZTYPEHUQ,,Num,Imputation indicator for TYPEHUQ,0 Not imputed,YOUR HOME
ignore these imputation indicators,n,ZSTUDIO,,Num,Imputation indicator for STUDIO,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZOUTGRILL,,Num,Imputation indicator for OUTGRILL,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZHOUSEHOLDER_RACE,,Num,Imputation indicator for HOUSEHOLDER_RACE,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZACEQUIPM_PUB,,Num,Imputation indicator for ACEQUIPM_PUB,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZACEQUIPAUXTYPE_PUB,,Num,Imputation indicator for ACEQUIPAUXTYPE_PUB,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore feature weights?,n,NWEIGHT,,Num,Final Analysis Weight,437.9-29279.1,WEIGHTS
,n,NWEIGHT1,,Num,Final Analysis Weight for replicate 1,0-30015.5,WEIGHTS
,n,NWEIGHT2,,Num,Final Analysis Weight for replicate 2,0-29421.7,WEIGHTS
,n,NWEIGHT3,,Num,Final Analysis Weight for replicate 3,0-29431.4,WEIGHTS
,n,NWEIGHT4,,Num,Final Analysis Weight for replicate 4,0-29493.5,WEIGHTS
,n,NWEIGHT5,,Num,Final Analysis Weight for replicate 5,0-30039.3,WEIGHTS
,n,NWEIGHT6,,Num,Final Analysis Weight for replicate 6,0-29419.2,WEIGHTS
,n,NWEIGHT7,,Num,Final Analysis Weight for replicate 7,0-29586.5,WEIGHTS
,n,NWEIGHT8,,Num,Final Analysis Weight for replicate 8,0-29498.7,WEIGHTS
,n,NWEIGHT9,,Num,Final Analysis Weight for replicate 9,0-29844.7,WEIGHTS
,n,NWEIGHT10,,Num,Final Analysis Weight for replicate 10,0-29634.6,WEIGHTS
,n,NWEIGHT11,,Num,Final Analysis Weight for replicate 11,0-29681.4,WEIGHTS
,n,NWEIGHT12,,Num,Final Analysis Weight for replicate 12,0-29848.6,WEIGHTS
,n,NWEIGHT13,,Num,Final Analysis Weight for replicate 13,0-29842.6,WEIGHTS
,n,NWEIGHT14,,Num,Final Analysis Weight for replicate 14,0-30184.4,WEIGHTS
,n,NWEIGHT15,,Num,Final Analysis Weight for replicate 15,0-29969.9,WEIGHTS
,n,NWEIGHT16,,Num,Final Analysis Weight for replicate 16,0-29824.7,WEIGHTS
,n,NWEIGHT17,,Num,Final Analysis Weight for replicate 17,0-30606.1,WEIGHTS
,n,NWEIGHT18,,Num,Final Analysis Weight for replicate 18,0-29689.2,WEIGHTS
,n,NWEIGHT19,,Num,Final Analysis Weight for replicate 19,0-29336.1,WEIGHTS
,n,NWEIGHT20,,Num,Final Analysis Weight for replicate 20,0-30274.2,WEIGHTS
,n,NWEIGHT21,,Num,Final Analysis Weight for replicate 21,0-29766.5,WEIGHTS
,n,NWEIGHT22,,Num,Final Analysis Weight for replicate 22,0-29791.4,WEIGHTS
,n,NWEIGHT23,,Num,Final Analysis Weight for replicate 23,0-30126.3,WEIGHTS
,n,NWEIGHT24,,Num,Final Analysis Weight for replicate 24,0-29946.3,WEIGHTS
,n,NWEIGHT25,,Num,Final Analysis Weight for replicate 25,0-30445.2,WEIGHTS
,n,NWEIGHT26,,Num,Final Analysis Weight for replicate 26,0-29893.3,WEIGHTS
,n,NWEIGHT27,,Num,Final Analysis Weight for replicate 27,0-30029.7,WEIGHTS
,n,NWEIGHT28,,Num,Final Analysis Weight for replicate 28,0-29599.5,WEIGHTS
,n,NWEIGHT29,,Num,Final Analysis Weight for replicate 29,0-30136.0,WEIGHTS
,n,NWEIGHT30,,Num,Final Analysis Weight for replicate 30,0-29895.0,WEIGHTS
,n,NWEIGHT31,,Num,Final Analysis Weight for replicate 31,0-29604.3,WEIGHTS
,n,NWEIGHT32,,Num,Final Analysis Weight for replicate 32,0-29310.0,WEIGHTS
,n,NWEIGHT33,,Num,Final Analysis Weight for replicate 33,0-29408.1,WEIGHTS
,n,NWEIGHT34,,Num,Final Analysis Weight for replicate 34,0-29563.8,WEIGHTS
,n,NWEIGHT35,,Num,Final Analysis Weight for replicate 35,0-30437.1,WEIGHTS
,n,NWEIGHT36,,Num,Final Analysis Weight for replicate 36,0-27896.2,WEIGHTS
,n,NWEIGHT37,,Num,Final Analysis Weight for replicate 37,0-30596.1,WEIGHTS
,n,NWEIGHT38,,Num,Final Analysis Weight for replicate 38,0-30129.9,WEIGHTS
,n,NWEIGHT39,,Num,Final Analysis Weight for replicate 39,0-29261.7,WEIGHTS
,n,NWEIGHT40,,Num,Final Analysis Weight for replicate 40,0-30344.3,WEIGHTS
,n,NWEIGHT41,,Num,Final Analysis Weight for replicate 41,0-29593.8,WEIGHTS
,n,NWEIGHT42,,Num,Final Analysis Weight for replicate 42,0-29938.3,WEIGHTS
